icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD10,M0521,M0521.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder
DIAG-ICD10,M0521,M0521.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder
DIAG-ICD10,M0521,M0521.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M0522,M0522.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right elbow
DIAG-ICD10,M0522,M0522.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left elbow
DIAG-ICD10,M0522,M0522.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M0523,M0523.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right wrist
DIAG-ICD10,M0523,M0523.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left wrist
DIAG-ICD10,M0523,M0523.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M0524,M0524.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right hand
DIAG-ICD10,M0524,M0524.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left hand
DIAG-ICD10,M0524,M0524.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M0525,M0525.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right hip
DIAG-ICD10,M0525,M0525.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left hip
DIAG-ICD10,M0525,M0525.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M0526,M0526.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right knee
DIAG-ICD10,M0526,M0526.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left knee
DIAG-ICD10,M0526,M0526.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M0527,M0527.1,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M0527,M0527.2,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M0527,M0527.9,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M0529,M0529,rheum,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites
DIAG-ICD10,M053,M053.0,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified site
DIAG-ICD10,M0531,M0531.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right shoulder
DIAG-ICD10,M0531,M0531.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left shoulder
DIAG-ICD10,M0531,M0531.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M0532,M0532.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right elbow
DIAG-ICD10,M0532,M0532.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left elbow
DIAG-ICD10,M0532,M0532.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M0533,M0533.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right wrist
DIAG-ICD10,M0533,M0533.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left wrist
DIAG-ICD10,M0533,M0533.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M0534,M0534.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right hand
DIAG-ICD10,M0534,M0534.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left hand
DIAG-ICD10,M0534,M0534.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M0535,M0535.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right hip
DIAG-ICD10,M0535,M0535.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left hip
DIAG-ICD10,M0535,M0535.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M0536,M0536.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right knee
DIAG-ICD10,M0536,M0536.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left knee
DIAG-ICD10,M0536,M0536.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M0537,M0537.1,rheum,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M0537,M0537.2,rheum,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M0537,M0537.9,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M0539,M0539,rheum,Rheumatoid heart disease with rheumatoid arthritis of multiple sites
DIAG-ICD10,M054,M054.0,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified site
DIAG-ICD10,M0541,M0541.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right shoulder
DIAG-ICD10,M0541,M0541.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left shoulder
DIAG-ICD10,M0541,M0541.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M0542,M0542.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right elbow
DIAG-ICD10,M0542,M0542.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left elbow
DIAG-ICD10,M0542,M0542.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M0543,M0543.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right wrist
DIAG-ICD10,M0543,M0543.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left wrist
DIAG-ICD10,M0543,M0543.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M0544,M0544.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right hand
DIAG-ICD10,M0544,M0544.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left hand
DIAG-ICD10,M0544,M0544.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M0545,M0545.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right hip
DIAG-ICD10,M0545,M0545.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left hip
DIAG-ICD10,M0545,M0545.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M0546,M0546.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right knee
DIAG-ICD10,M0546,M0546.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left knee
DIAG-ICD10,M0546,M0546.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M0547,M0547.1,rheum,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M0547,M0547.2,rheum,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M0547,M0547.9,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M0549,M0549,rheum,Rheumatoid myopathy with rheumatoid arthritis of multiple sites
DIAG-ICD10,M055,M055.0,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site
DIAG-ICD10,M0551,M0551.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder
DIAG-ICD10,M0551,M0551.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder
DIAG-ICD10,M0551,M0551.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M0552,M0552.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow
DIAG-ICD10,M0552,M0552.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow
DIAG-ICD10,M0552,M0552.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M0553,M0553.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist
DIAG-ICD10,M0553,M0553.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist
DIAG-ICD10,M0553,M0553.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M0554,M0554.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand
DIAG-ICD10,M0554,M0554.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left hand
DIAG-ICD10,M0554,M0554.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M0555,M0555.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip
DIAG-ICD10,M0555,M0555.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left hip
DIAG-ICD10,M0555,M0555.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M0556,M0556.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee
DIAG-ICD10,M0556,M0556.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee
DIAG-ICD10,M0556,M0556.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M0557,M0557.1,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M0557,M0557.2,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M0557,M0557.9,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M0559,M0559,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites
DIAG-ICD10,M056,M056.0,rheum,Rheumatoid arthritis of unspecified site with involvement of other organs and systems
DIAG-ICD10,M0561,M0561.1,rheum,Rheumatoid arthritis of right shoulder with involvement of other organs and systems
DIAG-ICD10,M0561,M0561.2,rheum,Rheumatoid arthritis of left shoulder with involvement of other organs and systems
DIAG-ICD10,M0561,M0561.9,rheum,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems
DIAG-ICD10,M0562,M0562.1,rheum,Rheumatoid arthritis of right elbow with involvement of other organs and systems
DIAG-ICD10,M0562,M0562.2,rheum,Rheumatoid arthritis of left elbow with involvement of other organs and systems
DIAG-ICD10,M0562,M0562.9,rheum,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems
DIAG-ICD10,M0563,M0563.1,rheum,Rheumatoid arthritis of right wrist with involvement of other organs and systems
DIAG-ICD10,M0563,M0563.2,rheum,Rheumatoid arthritis of left wrist with involvement of other organs and systems
DIAG-ICD10,M0563,M0563.9,rheum,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems
DIAG-ICD10,M0564,M0564.1,rheum,Rheumatoid arthritis of right hand with involvement of other organs and systems
DIAG-ICD10,M0564,M0564.2,rheum,Rheumatoid arthritis of left hand with involvement of other organs and systems
DIAG-ICD10,M0564,M0564.9,rheum,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems
DIAG-ICD10,M0565,M0565.1,rheum,Rheumatoid arthritis of right hip with involvement of other organs and systems
DIAG-ICD10,M0565,M0565.2,rheum,Rheumatoid arthritis of left hip with involvement of other organs and systems
DIAG-ICD10,M0565,M0565.9,rheum,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems
DIAG-ICD10,M0566,M0566.1,rheum,Rheumatoid arthritis of right knee with involvement of other organs and systems
DIAG-ICD10,M0566,M0566.2,rheum,Rheumatoid arthritis of left knee with involvement of other organs and systems
DIAG-ICD10,M0566,M0566.9,rheum,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems
DIAG-ICD10,M0567,M0567.1,rheum,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems
DIAG-ICD10,M0567,M0567.2,rheum,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems
DIAG-ICD10,M0567,M0567.9,rheum,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems
DIAG-ICD10,M0569,M0569,rheum,Rheumatoid arthritis of multiple sites with involvement of other organs and systems
DIAG-ICD10,M057,M057.0,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement
DIAG-ICD10,M0571,M0571.1,rheum,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement
DIAG-ICD10,M0571,M0571.2,rheum,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement
DIAG-ICD10,M0571,M0571.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement
DIAG-ICD10,M0572,M0572.1,rheum,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement
DIAG-ICD10,M0572,M0572.2,rheum,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement
DIAG-ICD10,M0572,M0572.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement
DIAG-ICD10,M0573,M0573.1,rheum,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement
DIAG-ICD10,M0573,M0573.2,rheum,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement
DIAG-ICD10,M0573,M0573.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement
DIAG-ICD10,M0574,M0574.1,rheum,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement
DIAG-ICD10,M0574,M0574.2,rheum,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement
DIAG-ICD10,M0574,M0574.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement
DIAG-ICD10,M0575,M0575.1,rheum,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement
DIAG-ICD10,M0575,M0575.2,rheum,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement
DIAG-ICD10,M0575,M0575.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement
DIAG-ICD10,M0576,M0576.1,rheum,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement
DIAG-ICD10,M0576,M0576.2,rheum,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement
DIAG-ICD10,M0576,M0576.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement
DIAG-ICD10,M0577,M0577.1,rheum,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement
DIAG-ICD10,M0577,M0577.2,rheum,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement
DIAG-ICD10,M0577,M0577.9,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement
DIAG-ICD10,M0579,M0579,rheum,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement
DIAG-ICD10,M058,M058.0,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified site
DIAG-ICD10,M0581,M0581.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right shoulder
DIAG-ICD10,M0581,M0581.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left shoulder
DIAG-ICD10,M0581,M0581.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder
DIAG-ICD10,M0582,M0582.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right elbow
DIAG-ICD10,M0582,M0582.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left elbow
DIAG-ICD10,M0582,M0582.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow
DIAG-ICD10,M0583,M0583.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right wrist
DIAG-ICD10,M0583,M0583.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left wrist
DIAG-ICD10,M0583,M0583.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist
DIAG-ICD10,M0584,M0584.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right hand
DIAG-ICD10,M0584,M0584.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left hand
DIAG-ICD10,M0584,M0584.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified hand
DIAG-ICD10,M0585,M0585.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right hip
DIAG-ICD10,M0585,M0585.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left hip
DIAG-ICD10,M0585,M0585.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified hip
DIAG-ICD10,M0586,M0586.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right knee
DIAG-ICD10,M0586,M0586.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left knee
DIAG-ICD10,M0586,M0586.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified knee
DIAG-ICD10,M0587,M0587.1,rheum,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot
DIAG-ICD10,M0587,M0587.2,rheum,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot
DIAG-ICD10,M0587,M0587.9,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot
DIAG-ICD10,M0589,M0589,rheum,Other rheumatoid arthritis with rheumatoid factor of multiple sites
DIAG-ICD10,M059,M059,rheum,"Rheumatoid arthritis with rheumatoid factor, unspecified"
DIAG-ICD10,M060,M060.0,rheum,"Rheumatoid arthritis without rheumatoid factor, unspecified site"
DIAG-ICD10,M0601,M0601.1,rheum,"Rheumatoid arthritis without rheumatoid factor, right shoulder"
